Game,Date,Hours Played,Recommendation,Helpful Votes
730,2018-12-20,3120.0,Recommended,178
730,2024-03-17,2644.1,Not Recommended,91
730,2019-12-12,25729.3,Recommended,68
730,2022-11-16,1531.2,Not Recommended,247
730,2024-07-13,2699.6,Recommended,769
730,2013-11-25,11190.7,Recommended,2409
730,2015-07-26,1417.9,Recommended,432
730,2015-04-19,15174.0,Recommended,46
730,2020-02-11,226.3,Recommended,145
730,2017-08-29,5170.9,Not Recommended,916
730,2024-02-28,39.4,Recommended,250
730,2016-02-16,6927.8,Recommended,153
730,2024-10-03,4088.2,Not Recommended,127
730,2014-06-14,1237.4,Recommended,3096
730,2018-07-29,4365.3,Recommended,125
730,2014-08-30,9705.7,Not Recommended,74
730,2019-04-16,2991.5,Recommended,82
730,2015-08-17,1918.4,Recommended,712
730,2020-04-17,94.7,Recommended,101
730,2014-08-15,976.9,Recommended,796
730,2020-02-28,364.0,Recommended,121
730,2020-01-16,4144.6,Not Recommended,668
730,2024-10-03,2974.4,Not Recommended,83
730,2020-04-25,1028.8,Recommended,100
730,2015-07-01,802.7,Recommended,637
730,2014-03-10,645.4,Recommended,464
730,2019-11-04,1076.1,Recommended,165
730,2020-08-02,36.6,Recommended,79
730,2023-04-13,11.2,Recommended,787
730,2015-09-01,3243.5,Recommended,960
730,2022-07-02,2439.9,Not Recommended,122
730,2023-10-09,11986.4,Not Recommended,133
730,2024-02-11,156.4,Recommended,479
730,2020-04-25,1102.6,Not Recommended,68
730,2019-01-24,264.6,Recommended,38
730,2015-08-22,4293.6,Recommended,280
730,2020-11-25,1579.8,Recommended,123
730,2016-10-25,1678.1,Recommended,310
730,2019-01-14,3546.4,Recommended,300
730,2018-08-30,2099.0,Recommended,375
730,2023-10-01,191.7,Recommended,177
730,2022-03-02,11.2,Recommended,105
730,2019-06-29,657.7,Recommended,233
730,2018-12-07,378.8,Not Recommended,617
730,2024-03-10,2041.4,Recommended,180
730,2024-08-12,158.2,Recommended,60
730,2017-09-17,4128.4,Not Recommended,1686
730,2021-06-20,289.5,Recommended,195
730,2014-12-23,6363.6,Recommended,42
730,2018-12-21,1340.6,Recommended,239
730,2019-11-22,1198.2,Recommended,93
730,2014-08-17,6050.6,Recommended,478
730,2019-09-05,485.7,Recommended,254
730,2021-03-02,323.0,Recommended,641
730,2020-07-27,14173.7,Recommended,121
730,2016-04-10,2972.3,Recommended,96
730,2017-01-23,172.8,Recommended,126
730,2024-02-04,401.7,Recommended,88
730,2014-12-05,516.3,Recommended,7488
730,2018-11-02,15739.7,Not Recommended,2972
730,2016-02-03,828.5,Recommended,63
730,2018-07-20,31.8,Recommended,216
730,2020-10-04,83.1,Recommended,283
730,2022-12-04,1599.5,Recommended,137
730,2015-11-19,701.3,Recommended,1928
730,2014-10-31,18717.0,Recommended,44
730,2021-07-04,229.6,Recommended,51
730,2018-03-31,2117.0,Recommended,0
730,2020-01-21,1474.6,Recommended,124
730,2024-11-09,633.2,Not Recommended,130
730,2024-10-03,522.6,Not Recommended,128
730,2024-03-21,180.5,Recommended,309
730,2023-06-21,1758.6,Recommended,212
730,2016-06-10,583.2,Recommended,44
730,2024-01-30,4381.9,Not Recommended,81
730,2022-09-12,363.3,Recommended,151
730,2021-12-01,1019.0,Recommended,184
730,2018-12-06,415.3,Recommended,0
730,2020-02-23,2489.4,Not Recommended,129
730,2018-03-22,1098.5,Recommended,219
730,2020-04-04,40.0,Recommended,216
730,2019-12-30,3131.1,Not Recommended,40
730,2020-04-08,723.9,Recommended,166
730,2017-12-30,2738.8,Recommended,123
730,2018-11-12,4735.5,Not Recommended,46
730,2018-07-02,2377.6,Recommended,142
730,2023-10-05,47.8,Recommended,65
